No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
2,,深津英臣,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,1,0.33,19,1,2,9,14.5,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
3,,中村駿介,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
4,,大竹壱青,3,■,■,■,,,28,15,2,53.6,5.00,9,2,2,22.2,2,0.67,15,3,1,8,31.7,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
5,,渡辺奏吾,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
8,,仲本賢優,3,■,■,■,,,15,11,0,73.3,3.67,0,0,0,-,0,-,7,0,1,1,0.0,15,6.0,4.0,53.3,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
9,,今村貴彦,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
10,,山内晶大,3,■,■,■,,,12,6,0,50.0,2.00,0,0,0,-,2,0.67,6,0,1,3,8.3,3,1.0,2.0,66.7,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
13,,クビアクミハウ,3,■,■,■,,,22,10,1,45.5,3.33,6,4,0,66.7,1,0.33,12,0,2,4,4.2,14,4.0,5.0,46.4,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
16,L,伊賀亮平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
17,L,永野健,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,11.0,2.0,70.6,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
20,,新貴裕,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
21,,兒玉康成,3,□,■,■,,,4,2,0,50.0,0.67,0,0,0,-,0,-,10,0,0,1,2.5,1,0.0,0.0,0.0,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
22,,小宮雄一郎,1,■,,,,,1,0,0,0.0,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,59,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Home
2,,須貝祐介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
3,,池田颯太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
4,,中村竜輔,3,■,■,■,,,5,4,0,80.0,1.33,0,0,0,-,1,0.33,7,0,0,1,3.6,1,1.0,0.0,100.0,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
5,,笠利真吾,3,■,■,■,,,20,6,2,30.0,2.00,0,0,0,-,0,-,7,0,2,0,-7.1,20,6.0,4.0,40.0,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
6,,伊藤樹,1,,,□,,,2,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,2,0.0,0.0,0.0,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
7,,戸嵜嵩大,2,■,,□,,,8,4,0,50.0,2.00,2,1,0,50.0,1,0.50,5,0,2,0,-10.0,14,4.0,3.0,39.3,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
8,,河東祐大,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,9,0,0,4,11.1,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
9,,池田幸太,3,□,■,■,,,17,4,2,23.5,1.33,4,1,1,25.0,2,0.67,4,1,0,1,31.2,13,3.0,3.0,34.6,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
10,,ヌルムルキリヴァン,3,■,■,■,,,33,16,2,48.5,5.33,17,8,1,47.1,0,-,11,0,3,4,2.3,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
13,,椿芽久,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,0,-6.2,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
14,,矢貫龍馬,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
15,,波佐間泰平,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
16,,森崎健史,3,■,■,■,,,5,4,1,80.0,1.33,0,0,0,-,1,0.33,13,2,3,2,13.5,3,0.0,2.0,33.3,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
22,L,角雅也,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,6.0,3.0,57.7,114,2021-10-23,2021,10,23,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,59,75,80,14:00,15:26,1327,高橋憲太郎,澤達大,西中野健,安田悠司,Away
1,,清水邦広,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
2,,深津英臣,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,11,0,1,3,4.5,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
3,,中村駿介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
4,,大竹壱青,3,■,■,■,,,28,16,1,57.1,5.33,9,6,0,66.7,2,0.67,11,0,5,2,-6.8,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
5,,渡辺奏吾,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
8,,仲本賢優,3,■,■,■,,,18,7,0,38.9,2.33,1,1,0,100.0,0,-,10,0,2,2,0.0,13,5.0,4.0,53.8,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
9,,今村貴彦,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
10,,山内晶大,3,■,■,■,,,6,2,1,33.3,0.67,0,0,0,-,0,-,14,1,0,7,19.6,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
13,,クビアクミハウ,3,■,■,■,,,15,8,1,53.3,2.67,6,3,1,50.0,4,1.33,16,0,1,5,6.2,22,4.0,5.0,29.5,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
16,L,伊賀亮平,1,,,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
17,L,永野健,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,7.0,4.0,69.2,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
20,,新貴裕,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
21,,兒玉康成,3,■,■,■,,,6,5,0,83.3,1.67,0,0,0,-,0,-,11,2,1,5,27.3,1,0.0,0.0,0.0,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
22,,小宮雄一郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,パナソニックパンサーズ,VC長野トライデンツ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,63,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Home
2,,須貝祐介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
3,,池田颯太,2,,□,□,,,2,0,0,0.0,-,0,0,0,-,0,-,4,0,1,3,12.5,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
4,,中村竜輔,3,■,■,■,,,4,1,0,25.0,0.33,0,0,0,-,3,1.00,7,0,1,0,-3.6,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
5,,笠利真吾,2,,■,■,,,9,4,1,44.4,2.00,2,1,1,50.0,1,0.50,6,1,2,1,12.5,12,3.0,6.0,50.0,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
6,,伊藤樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
7,,戸嵜嵩大,3,■,■,■,,,24,11,5,45.8,3.67,8,2,3,25.0,1,0.33,12,1,3,3,8.3,36,14.0,6.0,47.2,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
8,,河東祐大,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
9,,池田幸太,1,■,,,,,7,2,1,28.6,2.00,2,0,1,0.0,0,-,4,1,2,1,18.8,7,1.0,2.0,28.6,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
10,,ヌルムルキリヴァン,3,■,■,■,,,24,11,3,45.8,3.67,7,1,1,14.3,1,0.33,15,2,1,7,23.3,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
13,,椿芽久,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,6,1,3,1,8.3,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
14,,矢貫龍馬,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
15,,波佐間泰平,2,□,□,,,,1,1,0,100.0,0.50,0,0,0,-,1,0.50,2,0,1,1,0.0,0,0.0,0.0,-,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
16,,森崎健史,3,■,■,■,,,6,4,0,66.7,1.33,0,0,0,-,0,-,9,0,0,3,8.3,2,1.0,1.0,75.0,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
22,L,角雅也,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,0.0,5.0,41.7,118,2021-10-24,2021,10,24,大阪府,パナソニックアリーナ,VC長野トライデンツ,パナソニックパンサーズ,松本隆義,宮澤武吉,0,3,3,Lose,63,75,80,13:00,14:26,1317,髙橋憲太郎,冨田博一,澤達大,永江雅之,Away
2,,小野寺太志,4,■,■,■,■,,11,8,0,72.7,2.00,0,0,0,-,2,0.50,18,0,3,5,2.8,2,1.0,1.0,75.0,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
3,L,西村信,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,9.0,3.0,58.3,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
4,,中島健太,4,■,■,■,■,,12,6,0,50.0,1.50,0,0,0,-,3,0.75,10,0,2,1,-2.5,0,0.0,0.0,-,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
6,,エドガートーマス,4,■,■,■,■,,48,23,0,47.9,5.75,18,9,0,50.0,2,0.50,19,5,5,6,27.6,0,0.0,0.0,-,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
7,,新井雄大,4,■,■,□,■,,15,4,2,26.7,1.00,1,0,0,0.0,1,0.25,8,1,1,2,15.6,29,17.0,2.0,62.1,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
8,,武智洸史,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,1,0.0,0.0,0.0,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
9,,平井海成,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
11,,坂下純也,4,■,■,■,■,,17,5,1,29.4,1.25,6,2,1,33.3,0,-,10,0,2,2,0.0,19,14.0,0.0,73.7,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
12,,合田心平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
14,,熊倉允,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,124,2021-10-30,2021,10,30,鳥取県,鳥取県立米子産業体育館,JTサンダーズ広島,パナソニックパンサーズ,原秀治,古田博幸,1,3,4,Lose,83,98,107,14:00,15:56,1000,石井洋壮,國頭亮太,江口祐一郎,山内健靖,Home
