No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,Game time
10,,柳生大成,1,,,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,61,75,,14:00,15:14,263,小林朝実,中島俊昌,三浦岳彦,逸見尚史,Away,68.0
12,L,山田広大,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,7.0,3.0,47.2,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,61,75,,14:00,15:14,263,小林朝実,中島俊昌,三浦岳彦,逸見尚史,Away,68.0
14,,高井大輝,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,7,0,1,3,7.1,1,0.0,0.0,0.0,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,61,75,,14:00,15:14,263,小林朝実,中島俊昌,三浦岳彦,逸見尚史,Away,68.0
15,,曾根裕也,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,61,75,,14:00,15:14,263,小林朝実,中島俊昌,三浦岳彦,逸見尚史,Away,68.0
17,,篠原和政,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,545,2020-12-19,2020,12,19,埼玉県,三郷市総合体育館,長野GaRons,埼玉アザレア,篠崎寛,,0,3,3,Lose,61,75,,14:00,15:14,263,小林朝実,中島俊昌,三浦岳彦,逸見尚史,Away,68.0
1,L,川崎翔太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,8.0,2.0,69.2,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
2,,加藤克貴,3,■,■,■,,,22,9,2,40.9,3.00,1,1,0,100.0,1,0.33,8,0,0,4,12.5,24,9.0,7.0,52.1,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
3,,石井和希,2,■,■,,,,17,4,2,23.5,2.00,2,0,1,0.0,1,0.50,6,0,0,1,4.2,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
5,,佐藤匠,3,■,■,■,,,11,2,0,18.2,0.67,0,0,0,-,4,1.33,11,1,0,3,15.9,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
6,,浜田翔太,3,■,■,■,,,4,0,0,0.0,-,2,0,0,0.0,2,0.67,12,0,1,2,2.1,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
7,,笠原啓太,2,■,■,,,,6,3,0,50.0,1.50,0,0,0,-,2,1.00,8,0,0,4,12.5,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
8,,筒井匠,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
9,,前田将武,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
10,,川畑貴裕,1,■,,,,,3,2,0,66.7,2.00,0,0,0,-,0,-,3,0,1,1,0.0,5,1.0,1.0,30.0,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
13,,小島大輝,2,,□,■,,,7,3,0,42.9,1.50,0,0,0,-,1,0.50,9,0,0,0,0.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
14,,森田凌雅,3,□,■,■,,,17,7,2,41.2,2.33,1,1,0,100.0,0,-,9,0,2,2,0.0,14,4.0,4.0,42.9,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
16,,小堀優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
17,,茂木祐太,2,,□,■,,,6,3,0,50.0,1.50,2,1,0,50.0,2,1.00,8,0,0,2,6.2,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
18,,三浦一真,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,埼玉アザレア,つくばユナイテッドSunGAIA,工藤晴康,,3,0,3,Win,80,74,92.0,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Home,
1,,上場雄也,3,■,■,■,,,59,27,6,45.8,9.00,29,14,5,48.3,0,-,15,4,3,4,28.3,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
2,,浜崎勇矢,2,,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
4,,阿部航平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
5,,廣瀬優希,3,■,■,■,,,20,9,4,45.0,3.00,0,0,0,-,2,0.67,8,0,3,2,-3.1,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
6,,瀧澤陽紀,3,■,■,■,,,20,9,0,45.0,3.00,4,1,0,25.0,1,0.33,17,1,4,4,5.9,25,9.0,6.0,48.0,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
8,,曹海倫,3,■,■,■,,,11,4,1,36.4,1.33,0,0,0,-,2,0.67,11,0,2,4,4.5,3,3.0,0.0,100.0,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
10,,鎌田敏弥,3,□,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
12,,土井友登,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,3,10.7,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
13,L,新垣東麻,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,10.0,2.0,78.6,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
14,,勝本真太郎,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
16,,松田康河,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
20,,満生大輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
22,L,関谷拓巳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
23,,曽田一也,3,■,■,■,,,7,3,0,42.9,1.00,0,0,0,-,0,-,14,0,4,2,-3.6,31,17.0,7.0,66.1,548,2020-12-20,2020,12,20,埼玉県,三郷市総合体育館,つくばユナイテッドSunGAIA,埼玉アザレア,五十嵐元,,0,3,3,Lose,74,80,,14:00,15:38,288,小林朝実,中島俊昌,三浦岳彦,新井陽子,Away,92.0
1,,與崎風人,2,,,,□,■,10,5,1,50.0,2.50,0,0,0,-,0,-,6,0,1,1,0.0,10,7.0,1.0,75.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
2,,小松一哉,5,■,■,■,■,■,36,13,4,36.1,2.60,5,1,1,20.0,2,0.40,20,0,0,0,0.0,20,9.0,6.0,60.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
3,L,三角昌弘,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,6.0,3.0,57.7,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
4,L,宮田航輔,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
5,,河野祥侑,1,■,,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
10,,佐藤隼一,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,6,0,2,3,4.2,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
12,,澤瑞貴,5,■,■,■,■,■,39,18,4,46.2,3.60,7,4,1,57.1,2,0.40,26,1,2,10,11.5,39,16.0,9.0,52.6,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
14,,山下道生,4,■,■,■,■,,14,5,2,35.7,1.25,0,0,0,-,2,0.50,11,0,2,4,4.5,1,0.0,1.0,50.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
16,,石黒聖也,4,,□,□,□,■,5,2,2,40.0,0.50,0,0,0,-,1,0.25,7,0,1,3,7.1,1,1.0,0.0,100.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
17,,田中拓海,4,,■,■,■,■,1,1,0,100.0,0.25,0,0,0,-,0,-,10,0,0,5,12.5,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
20,,藏田大輝,3,,■,■,■,,15,8,2,53.3,2.67,2,1,1,50.0,1,0.33,5,0,2,1,-5.0,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
22,,大村翔哉,2,■,,□,,,12,3,2,25.0,1.50,4,1,1,25.0,0,-,4,0,3,1,-12.5,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
26,,渡辺周馬,5,■,■,■,■,■,22,9,1,40.9,1.80,0,0,0,-,5,1.00,14,0,0,4,7.1,3,2.0,1.0,83.3,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,2,5,Win,112,102,118.0,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Home,
1,,西澤岳,4,■,■,,□,■,24,8,5,33.3,2.00,8,2,2,25.0,0,-,8,0,2,1,-3.1,1,0.0,1.0,50.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
2,,白川佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
3,,逢沢亘,5,■,■,■,■,■,14,7,2,50.0,1.40,0,0,0,-,1,0.20,11,0,2,2,0.0,2,0.0,1.0,25.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
5,,中野将太,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,0,-,18,0,3,3,0.0,1,0.0,0.0,0.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
6,,浅草大燿,5,■,■,■,■,■,34,13,2,38.2,2.60,1,0,0,0.0,2,0.40,15,0,5,6,1.7,36,9.0,15.0,45.8,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
7,,田中寛人,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
8,,加藤遼太,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
10,,秦惇平,5,□,□,□,□,□,4,2,0,50.0,0.40,0,0,0,-,0,-,6,0,0,1,4.2,8,4.0,1.0,56.2,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
12,L,猪岡恭平,4,,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
15,,藤原郷介,5,□,□,■,■,□,12,4,3,33.3,0.80,8,1,3,12.5,1,0.20,7,0,1,2,3.6,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
16,L,井上周二,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,8.0,6.0,61.1,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
20,,那和朋紀,5,■,■,■,■,■,15,7,0,46.7,1.40,0,0,0,-,3,0.60,12,0,1,2,2.1,1,1.0,0.0,100.0,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
21,,マシューパロット,5,■,■,■,■,■,46,19,4,41.3,3.80,4,0,2,0.0,3,0.60,24,0,1,7,6.2,32,12.0,9.0,51.6,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
22,,奥田晃,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,546,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,2,3,5,Lose,102,112,,12:00,14:10,0,廣田修二,森西基雄,来川知裕,辻井康博,Away,118.0
2,,中村有登,5,■,■,■,■,■,30,19,1,63.3,3.80,5,5,0,100.0,1,0.20,17,3,1,3,20.6,1,0.0,0.0,0.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
3,,野垣昂大,5,■,■,■,■,■,3,2,0,66.7,0.40,0,0,0,-,1,0.20,15,0,0,0,0.0,2,0.0,0.0,0.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
4,,石川和樹,1,□,,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
5,,松永崚汰,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
6,,米村尊,3,□,,□,,□,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
8,,長谷川博紀,5,■,■,■,■,■,25,11,0,44.0,2.20,0,0,0,-,0,-,16,0,1,2,1.6,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
10,L,外崎航平,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,9.0,2.0,83.3,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
11,,前川将太,3,■,,,□,■,22,8,2,36.4,2.67,2,2,0,100.0,2,0.67,6,0,0,0,0.0,5,5.0,0.0,100.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
12,L,大浦坂健太,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,8.0,2.0,81.8,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
15,,茶屋道康輔,5,■,■,■,■,■,18,6,1,33.3,1.20,0,0,0,-,2,0.40,18,0,1,1,0.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
