No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,Game time
5,,浅田潮,2,,□,,□,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
7,,石坂ハスナヌ,5,■,■,■,■,■,16,10,2,62.5,2.00,0,0,0,-,0,-,17,0,1,1,0.0,1,1.0,0.0,100.0,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
9,,高瀬太一,5,■,■,■,■,■,30,11,6,36.7,2.20,9,2,3,22.2,2,0.40,18,1,9,2,-4.2,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
10,,柳生大成,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
13,,福池凌太,5,■,■,■,■,■,48,26,2,54.2,5.20,7,5,0,71.4,2,0.40,19,1,3,2,3.9,3,3.0,0.0,100.0,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
14,,高井大輝,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
16,,佐藤利空,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
17,,篠原和政,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
2,,中村有登,2,■,■,,,,13,7,1,53.8,3.50,2,1,1,50.0,0,-,4,0,1,2,6.2,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
3,,野垣昂大,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,2,8.3,1,0.0,0.0,0.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
4,,石川和樹,1,□,,,,,3,0,2,0.0,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,0.0,50.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
6,,米村尊,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
8,,長谷川博紀,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,0,-,8,0,0,0,0.0,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
10,L,外崎航平,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
11,,前川将太,1,■,,,,,7,3,1,42.9,3.00,1,0,1,0.0,1,1.00,3,1,0,0,33.3,6,3.0,2.0,66.7,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
12,L,大浦坂健太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,6.0,4.0,57.1,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
13,,吉田裕亮,2,,■,■,,,10,5,2,50.0,2.50,1,1,0,100.0,0,-,8,0,0,2,6.2,22,13.0,3.0,65.9,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
16,,安田瑛亮,2,■,,■,,,12,3,3,25.0,1.50,0,0,0,-,0,-,7,0,2,2,0.0,16,12.0,3.0,84.4,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
18,,福元浩太郎,3,□,□,■,,,1,0,0,0.0,-,0,0,0,-,0,-,6,1,0,0,16.7,1,1.0,0.0,100.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
21,,上出哲也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
23,,北田陽季,3,■,■,■,,,10,4,2,40.0,1.33,0,0,0,-,1,0.33,11,0,1,1,0.0,1,0.0,0.0,0.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
73,,島波輝,3,□,■,■,,,30,16,1,53.3,5.33,7,5,0,71.4,3,1.00,9,1,2,1,8.3,1,0.0,0.0,0.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,ヴィアティン三重,富士通カワサキレッドスピリッツ,亀田吉彦,田中一彰,0,3,3,Lose,64,78,75.0,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Home,
1,,エバデダンジェフリー　宇意,3,■,■,■,,,13,8,1,61.5,2.67,0,0,0,-,2,0.67,6,0,2,0,-8.3,1,1.0,0.0,100.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
2,,松坂洸汰,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
4,,柳田百織,3,■,■,■,,,30,16,3,53.3,5.33,10,5,2,50.0,1,0.33,11,0,0,4,9.1,1,0.0,0.0,0.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
6,L,小林慎平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,2.0,2.0,60.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
7,,加藤大雄,2,■,■,,,,5,2,0,40.0,1.00,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
8,,後藤滉貴,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,1,1,1,25.0,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
10,,岡村義郎,1,,,■,,,4,2,0,50.0,2.00,0,0,0,-,1,1.00,3,0,0,0,0.0,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
11,,浅野卓雅,3,■,■,■,,,19,9,1,47.4,3.00,2,2,0,100.0,0,-,12,0,2,3,2.1,19,10.0,6.0,68.4,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
13,,兵頭佳樹,2,■,■,,,,6,2,1,33.3,1.00,1,0,1,0.0,0,-,6,0,0,1,4.2,9,4.0,1.0,50.0,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
14,,谷平拓海,2,,□,■,,,13,11,0,84.6,5.50,1,1,0,100.0,1,0.50,8,0,3,3,0.0,24,15.0,5.0,72.9,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
17,,角大樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
18,,長谷山拓,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,2,0.67,17,1,1,3,8.8,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
19,,尾木将,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,6,0,2,1,-4.2,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
20,,志波京介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,600,2021-02-27,2021,02,27,三重県,津市久居総合体育館,富士通カワサキレッドスピリッツ,ヴィアティン三重,山本道彦,廣本遥,3,0,3,Win,78,64,,15:00,16:21,0,村上成司,森西基雄,神原圭吾,澤久忠,Away,75.0
1,L,川崎翔太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,10.0,2.0,78.6,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
2,,加藤克貴,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,-12.5,4,2.0,2.0,75.0,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
3,,石井和希,3,■,■,■,,,25,10,1,40.0,3.33,4,1,1,25.0,2,0.67,10,0,0,3,7.5,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
4,,中野竜,3,□,□,■,,,22,14,1,63.6,4.67,9,4,0,44.4,0,-,10,0,3,1,-5.0,6,2.0,1.0,41.7,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
5,,佐藤匠,3,■,■,■,,,11,7,0,63.6,2.33,0,0,0,-,3,1.00,9,0,0,3,8.3,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
6,,浜田翔太,3,■,■,■,,,2,1,1,50.0,0.33,0,0,0,-,1,0.33,16,0,0,1,1.6,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
7,,笠原啓太,3,■,■,■,,,13,8,0,61.5,2.67,0,0,0,-,1,0.33,15,0,2,5,5.0,1,0.0,0.0,0.0,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
8,,筒井匠,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
9,,前田将武,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
10,,川畑貴裕,2,■,■,,,,7,3,0,42.9,1.50,0,0,0,-,0,-,4,0,2,1,-6.2,2,0.0,0.0,0.0,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
13,,小島大輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
14,,森田凌雅,3,■,■,■,,,26,10,3,38.5,3.33,0,0,0,-,1,0.33,11,0,0,3,6.8,35,12.0,11.0,50.0,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
16,,小堀優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,埼玉アザレア,大同特殊鋼レッドスター,工藤晴康,切山雄樹,3,0,3,Win,82,74,79.0,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Home,
2,,渡邊和馬,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
4,,田中尚,3,■,■,■,,,15,9,0,60.0,3.00,0,0,0,-,2,0.67,11,0,2,3,2.3,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
5,,平野晃多,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
7,,津田大地,2,,□,□,,,2,1,0,50.0,0.50,0,0,0,-,1,0.50,1,0,0,0,0.0,8,2.0,3.0,43.8,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
8,,森陽希,3,■,■,■,,,6,1,0,16.7,0.33,0,0,0,-,0,-,9,0,0,3,8.3,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
9,,長谷川優太,3,■,■,■,,,2,1,0,50.0,0.33,1,1,0,100.0,0,-,12,0,1,1,0.0,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
10,,二五田大輔,3,■,■,■,,,31,12,2,38.7,4.00,4,0,1,0.0,1,0.33,13,0,2,7,9.6,49,22.0,18.0,63.3,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
11,,嶋田希隆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
12,L,備一真,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,8.0,0.0,88.9,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
13,,境龍生,3,■,■,■,,,40,18,5,45.0,6.00,10,5,3,50.0,0,-,11,0,5,1,-9.1,7,1.0,1.0,21.4,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
15,,清水遼,3,■,■,■,,,25,9,1,36.0,3.00,4,1,0,25.0,1,0.33,13,1,3,2,5.8,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
17,,舩倉拓登,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,603,2021-02-27,2021,02,27,三重県,津市久居総合体育館,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,74,82,,12:00,13:25,0,村上成司,藤木博文,糟谷武彦,辻井康博,Away,79.0
1,,西澤岳,5,■,■,■,■,■,15,8,0,53.3,1.60,2,1,0,50.0,3,0.60,15,2,4,4,13.3,0,0.0,0.0,-,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
2,,白川佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
3,,逢沢亘,4,,□,■,■,■,8,2,1,25.0,0.50,0,0,0,-,2,0.50,12,1,0,6,20.8,0,0.0,0.0,-,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
5,,中野将太,5,■,■,■,■,■,4,1,1,25.0,0.20,0,0,0,-,0,-,21,3,3,7,19.0,0,0.0,0.0,-,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
6,,浅草大燿,5,■,■,■,■,■,30,12,2,40.0,2.40,0,0,0,-,3,0.60,19,2,5,4,9.2,26,7.0,11.0,48.1,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
7,,田中寛人,3,■,■,□,,,6,1,1,16.7,0.33,0,0,0,-,0,-,5,0,0,2,10.0,1,0.0,1.0,50.0,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
9,,玉嶋佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
10,,秦惇平,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
11,,澁谷杜斗,5,■,■,■,■,■,29,12,3,41.4,2.40,0,0,0,-,0,-,16,0,2,9,10.9,37,12.0,14.0,51.4,602,2021-02-28,2021,02,28,兵庫県,西脇市総合市民センター,兵庫デルフィーノ,長野GaRons,岩本正吾,長谷川匡,2,3,5,Lose,107,113,115.0,12:00,14:07,0,加治健男,中口岳,清水弘也,児島廣幸,Home,
