No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
13,,高橋美桜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2017-11-25,2017,11,25,,高崎市浜川体育館,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,68,Away
15,,小松沙季,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,8,2.0,3.0,43.8,815,2017-11-25,2017,11,25,,高崎市浜川体育館,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,68,Away
18,,春田詩織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2017-11-25,2017,11,25,,高崎市浜川体育館,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,68,Away
20,L,澁谷美妃,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2017-11-25,2017,11,25,,高崎市浜川体育館,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,68,Away
21,,水上真悠子,3,■,■,■,,,34,9,3,26.5,3.00,0,0,0,-,1,0.33,10,0,0,1,2.5,9,2.0,4.0,44.4,815,2017-11-25,2017,11,25,,高崎市浜川体育館,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,68,Away
1,L,鈴木遥,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
3,,山本直美,3,,■,■,■,,38,7,1,18.4,2.33,0,0,0,-,0,-,21,2,0,4,14.3,8,4.0,0.0,50.0,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
4,,石川綾菜,1,■,,,,,3,0,0,0.0,-,0,0,0,-,0,-,2,0,1,0,-12.5,4,1.0,0.0,25.0,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
5,,田中実季,4,■,■,■,■,,38,12,5,31.6,3.00,0,0,0,-,1,0.25,16,0,1,3,3.1,16,7.0,6.0,62.5,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
6,,黒木麻衣,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,1,0.25,16,1,2,4,9.4,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
8,,末代真歩,4,■,■,■,■,,21,11,0,52.4,2.75,0,0,0,-,3,0.75,7,0,0,1,3.6,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
9,,高桑裕恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
10,,楠木舞美子,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,1,0,1,17.9,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
11,,萩原希,4,■,■,■,■,,22,7,1,31.8,1.75,0,0,0,-,3,0.75,9,0,3,2,-2.8,33,16.0,12.0,66.7,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
12,,齊藤葉月,2,□,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,3,2.0,0.0,66.7,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
14,L,鶴ヶ崎佳寿葉,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,8.0,1.0,60.7,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
16,,名原寧音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
17,,小清水茉弥,4,■,■,■,■,,25,11,0,44.0,2.75,0,0,0,-,2,0.50,14,0,2,5,5.4,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home
3,L,佐藤円,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,9.0,8.0,68.4,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
4,,櫻井樹里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
5,,中田香澄,3,,□,□,□,,7,3,0,42.9,1.00,0,0,0,-,0,-,6,2,0,1,37.5,2,2.0,0.0,100.0,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
6,,松尾由紀子,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
8,,田村愛美,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,11,0,1,2,2.3,1,0.0,0.0,0.0,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
9,,戸田さやか,4,■,■,■,■,,9,6,0,66.7,1.50,0,0,0,-,3,0.75,20,1,2,10,15.0,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
10,,三澤未憂,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,0.0,33.3,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
11,L,森寿実子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
12,,佐藤梨夏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
14,,丹野瑞希,4,■,■,■,■,,24,8,1,33.3,2.00,0,0,0,-,0,-,9,0,1,2,2.8,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
15,,浅川希,4,■,■,■,■,,40,15,1,37.5,3.75,0,0,0,-,0,-,14,0,1,3,3.6,56,24.0,14.0,55.4,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
16,,江川優貴,4,■,■,■,■,,56,20,6,35.7,5.00,2,2,0,100.0,1,0.25,15,0,6,1,-8.3,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
17,,柳沢紫子,4,■,■,■,■,,15,3,2,20.0,0.75,0,0,0,-,5,1.25,16,0,2,2,0.0,0,0.0,0.0,-,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away
1,,熊本比奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
5,,菅井美貴,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,1,0.33,14,0,1,5,7.1,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
6,,柴小屋志織,3,■,■,■,,,13,6,0,46.2,2.00,1,1,0,100.0,2,0.67,6,0,0,2,8.3,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
7,L,徳田亜留美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,25,11.0,8.0,60.0,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
8,,菅原麻衣,3,■,■,■,,,19,4,1,21.1,1.33,1,0,0,0.0,0,-,11,1,0,4,18.2,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
10,,多田遥,3,■,■,■,,,41,14,5,34.1,4.67,9,0,4,0.0,1,0.33,14,1,0,5,16.1,7,5.0,1.0,78.6,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
11,,加藤彩夏,3,■,■,■,,,24,6,2,25.0,2.00,0,0,0,-,0,-,7,0,0,2,7.1,26,12.0,7.0,59.6,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
13,,高橋美桜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
15,L,小松沙季,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
18,,春田詩織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
20,,澁谷美妃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
21,,水上真悠子,3,■,■,■,,,36,8,1,22.2,2.67,0,0,0,-,0,-,8,0,0,1,3.1,12,2.0,2.0,25.0,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home
1,,重松史乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
2,,村尾葉津樹,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
3,,有川由季乃,3,■,■,■,,,25,11,2,44.0,3.67,0,0,0,-,2,0.67,14,1,1,5,14.3,11,6.0,4.0,72.7,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
4,L,平岩沙紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
8,,三浦あゆみ,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,6.0,4.0,50.0,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
12,,百瀬彩夏,3,■,■,■,,,13,4,0,30.8,1.33,0,0,0,-,2,0.67,10,0,0,2,5.0,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
13,,堀部ジェニファー,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,3.0,0.0,100.0,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
19,L,大原萌,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,8.0,2.0,64.3,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
24,,縄田香世子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
25,,賀谷明日光,3,■,■,■,,,15,5,1,33.3,1.67,0,0,0,-,0,-,9,0,1,1,0.0,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
27,,関口梨紗子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
28,,松浦未波,3,■,■,■,,,3,0,0,0.0,-,0,0,0,-,0,-,14,0,0,5,8.9,0,0.0,0.0,-,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
29,,勝見咲子,3,■,■,■,,,47,14,4,29.8,4.67,7,1,2,14.3,0,-,18,3,1,8,26.4,3,0.0,0.0,0.0,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
30,,色摩知巳,3,■,■,■,,,52,18,3,34.6,6.00,0,0,0,-,0,-,8,1,0,0,12.5,12,7.0,0.0,58.3,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away
1,L,須崎杏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
2,,磯野明日香,4,■,■,■,■,,35,10,5,28.6,2.50,0,0,0,-,0,-,12,2,4,2,12.5,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
3,,鈴木日葵,4,■,■,■,■,,21,12,1,57.1,3.00,0,0,0,-,3,0.75,13,3,2,8,34.6,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
4,,小林愛里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
5,,田中瑠奈,2,□,■,,,,31,9,5,29.0,4.50,0,0,0,-,0,-,1,0,1,0,-25.0,10,1.0,6.0,40.0,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
6,,栗田楓,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,0,-,17,0,0,10,14.7,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
7,,寺坂茜,4,■,■,■,■,,21,8,1,38.1,2.00,0,0,0,-,2,0.50,10,1,0,3,17.5,1,0.0,0.0,0.0,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
8,L,谷内真美,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,5.0,1.0,61.1,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
9,,丸山佳穂,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
10,,柿沼杏奈,4,■,■,■,■,,28,9,3,32.1,2.25,1,0,0,0.0,2,0.50,23,4,0,11,29.3,31,15.0,10.0,64.5,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
11,,三好紗弥香,4,■,□,■,■,,25,7,2,28.0,1.75,0,0,0,-,0,-,15,1,2,4,10.0,20,8.0,6.0,55.0,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
12,,土屋智菜実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
13,,愛宕諒子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
14,,戸澤舞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home
1,,原まなみ,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,17,2,0,4,17.6,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
3,,矢口紗友美,4,■,■,■,■,,9,1,0,11.1,0.25,0,0,0,-,1,0.25,10,1,1,2,12.5,21,1.0,6.0,19.0,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
5,,寺田遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
6,,松村美穂,3,□,,□,□,,10,0,0,0.0,-,0,0,0,-,0,-,6,0,1,3,8.3,16,4.0,5.0,40.6,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
7,,山本紗良,4,■,■,■,■,,22,7,1,31.8,1.75,0,0,0,-,1,0.25,9,1,0,1,13.9,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
8,,坂根朱里,4,■,■,■,■,,58,16,4,27.6,4.00,7,1,0,14.3,0,-,11,1,1,4,15.9,3,0.0,0.0,0.0,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
10,,林仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
15,,不破沙耶佳,4,■,■,■,■,,38,9,2,23.7,2.25,7,0,1,0.0,1,0.25,12,2,0,4,25.0,18,6.0,5.0,47.2,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
17,L,南涼音,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,7.0,6.0,41.7,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
18,,蔵所ひかり,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
19,,松岡樹里,4,■,■,■,■,,13,1,3,7.7,0.25,0,0,0,-,0,-,10,0,0,1,2.5,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
20,,岩本梨音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away
1,,熊本比奈,3,□,□,,□,,17,2,2,11.8,0.67,0,0,0,-,0,-,8,0,0,1,3.1,5,3.0,1.0,70.0,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
5,,菅井美貴,5,■,■,■,■,■,3,1,0,33.3,0.20,0,0,0,-,0,-,14,0,1,2,1.8,0,0.0,0.0,-,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
6,,柴小屋志織,5,■,■,■,■,■,34,12,0,35.3,2.40,0,0,0,-,2,0.40,22,0,1,8,8.0,1,0.0,1.0,50.0,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
7,L,徳田亜留美,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,17.0,3.0,80.4,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
8,,菅原麻衣,5,■,■,■,■,■,30,15,1,50.0,3.00,2,0,0,0.0,0,-,19,1,0,5,11.8,0,0.0,0.0,-,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
10,,多田遥,5,■,■,■,■,■,60,20,5,33.3,4.00,1,0,0,0.0,2,0.40,17,0,1,2,1.5,30,8.0,5.0,35.0,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
11,,加藤彩夏,5,■,■,■,■,■,36,12,2,33.3,2.40,0,0,0,-,0,-,9,0,1,0,-2.8,20,9.0,4.0,55.0,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
13,,高橋美桜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
15,L,小松沙季,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
18,,春田詩織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
20,,澁谷美妃,3,,□,,□,□,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,2,1.0,1.0,75.0,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home
