No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
5,L,佐藤あり紗,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,8.0,0.0,88.9,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
6,,清和真奈美,3,■,■,■,,,7,1,1,14.3,0.33,0,0,0,-,0,-,26,1,1,8,10.6,17,15.0,0.0,88.2,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
7,,大貫菜生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
8,,高野唯,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
9,,加藤優奈,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,0,-,10,0,1,3,5.0,0,0.0,0.0,-,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
10,,渡邉優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
11,,末永真由,3,■,■,■,,,21,11,1,52.4,3.67,0,0,0,-,3,1.00,9,0,1,2,2.8,1,1.0,0.0,100.0,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
12,,江川優貴,3,■,■,■,,,27,7,2,25.9,2.33,4,1,1,25.0,0,-,6,0,2,0,-8.3,0,0.0,0.0,-,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away
3,,黒田夢乃,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,8,0,1,0,-3.1,8,1.0,2.0,25.0,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
4,,石川綾菜,4,■,■,■,■,,56,18,3,32.1,4.50,3,1,0,33.3,0,-,5,0,1,1,0.0,24,6.0,5.0,35.4,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
5,,森田紫,4,■,■,■,■,,28,11,0,39.3,2.75,0,0,0,-,0,-,14,1,0,1,8.9,1,1.0,0.0,100.0,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
6,,君島彩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
8,,森田実夢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
9,,岡村真衣,4,■,■,■,■,,3,1,1,33.3,0.25,0,0,0,-,1,0.25,20,0,1,3,2.5,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
11,,関根友香,4,■,■,■,■,,20,12,0,60.0,3.00,0,0,0,-,1,0.25,14,0,2,1,-1.8,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
12,,吉田奈未,4,■,■,■,■,,36,16,0,44.4,4.00,0,0,0,-,0,-,17,1,1,1,5.9,18,9.0,5.0,63.9,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
14,L,鶴ヶ崎佳寿葉,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,13.0,0.0,86.7,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
15,,中島優花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
16,,名原寧音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
19,,鶴田佳菜,4,■,■,■,■,,44,15,3,34.1,3.75,1,0,0,0.0,2,0.50,20,1,1,4,8.8,15,6.0,7.0,63.3,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
21,,松原南,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home
1,,島原玖南,4,■,■,■,■,,4,2,1,50.0,0.50,0,0,0,-,1,0.25,14,1,2,3,8.9,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
2,,中野祐希,4,■,■,■,■,,61,20,6,32.8,5.00,14,4,3,28.6,5,1.25,10,0,1,1,0.0,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
3,,播磨若奈,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
4,,鈴木沙彩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
6,L,松川美咲,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,8.0,2.0,90.0,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
7,,平井裕菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
8,L,荒木里緒,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
9,,山本実奈,4,■,■,■,■,,38,8,1,21.1,2.00,1,0,0,0.0,1,0.25,13,1,3,2,5.8,38,26.0,5.0,75.0,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
10,,中道香名子,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,9,1,1,2,13.9,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
11,,小川祐奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
13,,浅野奈菜,4,■,■,■,■,,16,5,0,31.2,1.25,0,0,0,-,1,0.25,12,1,0,4,16.7,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
14,,藤原ちひろ,4,■,■,■,■,,16,6,1,37.5,1.50,0,0,0,-,3,0.75,11,1,0,0,9.1,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
17,,中齊里奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
21,,水上真悠子,4,■,■,■,■,,39,11,0,28.2,2.75,8,3,0,37.5,0,-,18,0,1,10,12.5,43,30.0,6.0,76.7,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away
1,,高石明美,3,■,■,■,,,36,7,3,19.4,2.33,3,1,1,33.3,0,-,12,1,1,3,12.5,1,1.0,0.0,100.0,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
3,,梅田莉樹子,3,■,□,■,,,10,0,1,0.0,-,4,0,0,0.0,0,-,6,0,0,2,8.3,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
4,,皆川莉乃,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
5,,山本裕香,3,□,■,□,,,32,7,5,21.9,2.33,1,0,1,0.0,1,0.33,4,0,0,2,12.5,27,13.0,5.0,57.4,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
6,,宮井遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
8,,岩永明奈,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
9,,本間真樹子,3,■,■,■,,,12,3,0,25.0,1.00,0,0,0,-,0,-,9,0,1,0,-2.8,1,1.0,0.0,100.0,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
10,L,高橋侑里,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
15,,齊藤望,2,□,□,,,,8,2,0,25.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
16,L,目加田莉央,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,2.0,1.0,50.0,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
17,,唐川愛璃,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
18,,浜田栞,3,■,■,■,,,5,4,0,80.0,1.33,0,0,0,-,0,-,7,1,0,2,21.4,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
19,,柳沼優花,3,■,■,■,,,35,7,2,20.0,2.33,2,0,0,0.0,1,0.33,9,1,1,0,8.3,35,15.0,8.0,54.3,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home
1,,オケケアルメソマチ,3,■,■,■,,,33,9,3,27.3,3.00,3,0,1,0.0,4,1.33,6,0,0,1,4.2,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
3,,木村友里,3,■,■,■,,,31,8,2,25.8,2.67,4,0,1,0.0,0,-,12,1,1,4,14.6,20,10.0,6.0,65.0,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
4,,菅原里奈,3,■,■,■,,,13,7,0,53.8,2.33,0,0,0,-,2,0.67,13,1,0,5,17.3,1,0.0,0.0,0.0,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
5,,投野ひかる,3,■,■,■,,,4,3,0,75.0,1.00,0,0,0,-,0,-,18,1,0,4,11.1,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
6,,宮本菜月,2,□,,□,,,10,2,0,20.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
7,,伊藤摩耶,3,■,■,■,,,18,6,2,33.3,2.00,0,0,0,-,3,1.00,7,0,2,1,-3.6,6,5.0,1.0,91.7,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
9,,草島華穂,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
10,,柳沢紫子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
11,,尾花佳甫,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
12,,石盛めるも,2,□,,□,,,0,0,0,-,-,0,0,0,-,1,0.50,3,0,0,1,8.3,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
13,,原田栞里,3,■,■,■,,,30,8,3,26.7,2.67,1,0,0,0.0,1,0.33,12,0,1,4,6.2,14,5.0,3.0,46.4,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
14,L,長尾のどか,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
15,L,溝口由利香,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,6.0,1.0,72.2,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away
1,,高石明美,5,■,■,■,■,■,40,13,2,32.5,2.60,4,0,0,0.0,0,-,13,1,2,3,9.6,4,1.0,1.0,37.5,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
3,,梅田莉樹子,4,■,■,□,,□,18,5,0,27.8,1.25,3,1,0,33.3,1,0.25,5,0,0,2,10.0,1,0.0,1.0,50.0,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
4,,皆川莉乃,3,,,□,■,■,8,2,0,25.0,0.67,0,0,0,-,0,-,12,1,2,3,10.4,0,0.0,0.0,-,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
5,,山本裕香,3,,□,□,,□,21,7,1,33.3,2.33,0,0,0,-,1,0.33,4,1,0,3,43.8,0,0.0,0.0,-,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
6,,宮井遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
8,,岩永明奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
9,,本間真樹子,4,■,■,■,□,,13,4,1,30.8,1.00,0,0,0,-,0,-,10,0,1,1,0.0,6,4.0,1.0,75.0,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
10,L,高橋侑里,5,〇,〇,〇,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,9.0,2.0,83.3,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home
