No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
1,,杉浦文香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
2,,小松泉穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
3,,宮田あかり,1,,,□,,,3,1,0,33.3,1.00,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
4,,小澤史苑,3,■,■,■,,,29,5,2,17.2,1.67,0,0,0,-,0,-,6,0,0,0,0.0,37,14.0,8.0,48.6,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
5,L,佐藤あり紗,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,3.0,2.0,57.1,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
6,,清和真奈美,3,■,■,■,,,24,7,2,29.2,2.33,0,0,0,-,0,-,9,2,0,5,36.1,12,8.0,1.0,70.8,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
7,,大貫菜生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
8,,高野唯,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
9,,加藤優奈,3,■,■,■,,,6,1,1,16.7,0.33,0,0,0,-,0,-,11,0,0,3,6.8,0,0.0,0.0,-,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
10,,渡邉優,3,■,■,■,,,34,7,8,20.6,2.33,0,0,0,-,0,-,7,0,1,0,-3.6,9,2.0,2.0,33.3,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
11,,末永真由,3,■,■,■,,,31,7,1,22.6,2.33,0,0,0,-,0,-,11,0,0,4,9.1,6,1.0,1.0,25.0,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
12,,江川優貴,3,■,■,■,,,27,9,2,33.3,3.00,0,0,0,-,0,-,9,0,2,4,5.6,0,0.0,0.0,-,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away
2,L,吉岡みなみ,2,●,●,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,2.0,1.0,83.3,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
4,,クラリッチカルラ,1,,□,,,,7,0,1,0.0,-,0,0,0,-,0,-,0,0,0,0,-,2,2.0,0.0,100.0,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
5,,田中瑠奈,3,■,■,■,,,41,23,2,56.1,7.67,8,0,1,0.0,0,-,11,0,1,3,4.5,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
6,,古市彩音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
7,,寺坂茜,1,,,□,,,6,1,0,16.7,1.00,0,0,0,-,1,1.00,1,0,0,1,25.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
8,,中田唯香,3,■,■,■,,,22,5,1,22.7,1.67,0,0,0,-,1,0.33,17,2,1,5,17.6,15,5.0,8.0,60.0,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
10,,新井祥,3,■,■,■,,,27,5,2,18.5,1.67,8,1,1,12.5,0,-,19,1,0,7,14.5,18,10.0,6.0,72.2,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
12,,小林知加,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
13,,清水愛,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,4,1,0,2,37.5,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
14,L,栗栖留生,3,〇,〇,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,5.0,0.0,71.4,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
15,,松尾奈津子,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,0,-,6,0,1,1,0.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
16,,安福若菜,3,■,■,■,,,13,6,0,46.2,2.00,0,0,0,-,3,1.00,7,0,0,1,3.6,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
17,,伊藤寿奈,3,■,■,■,,,21,8,2,38.1,2.67,0,0,0,-,1,0.33,7,0,1,0,-3.6,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
18,,藤原愛,2,□,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home
3,,黒田夢乃,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
4,,石川綾菜,3,■,■,■,,,35,8,7,22.9,2.67,4,1,2,25.0,1,0.33,9,0,1,1,0.0,14,1.0,7.0,32.1,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
5,,森田紫,3,■,■,■,,,20,5,1,25.0,1.67,0,0,0,-,1,0.33,4,0,0,1,6.2,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
6,,君島彩,1,,,■,,,7,2,0,28.6,2.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
8,,森田実夢,1,,,□,,,4,1,0,25.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,1,0.0,0.0,0.0,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
9,,岡村真衣,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,8,0,0,0,0.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
11,,関根友香,2,■,■,,,,6,1,0,16.7,0.50,0,0,0,-,0,-,6,0,0,1,4.2,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
12,,吉田奈未,2,,■,■,,,23,6,3,26.1,3.00,0,0,0,-,0,-,4,0,0,1,6.2,16,5.0,6.0,50.0,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
14,L,鶴ヶ崎佳寿葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,9.0,7.0,65.8,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
15,,中島優花,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
16,,名原寧音,2,,□,■,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
19,,鶴田佳菜,3,■,■,■,,,39,6,1,15.4,2.00,4,0,1,0.0,0,-,7,0,0,0,0.0,4,1.0,1.0,37.5,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
21,,松原南,1,■,,,,,7,0,1,0.0,-,0,0,0,-,0,-,3,0,0,0,0.0,13,3.0,5.0,42.3,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away
1,,島原玖南,4,■,■,■,■,,4,2,0,50.0,0.50,0,0,0,-,0,-,12,0,5,1,-8.3,1,0.0,0.0,0.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
2,,中野祐希,4,■,■,■,■,,48,16,7,33.3,4.00,13,5,5,38.5,1,0.25,15,1,2,5,11.7,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
3,,播磨若奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
4,,鈴木沙彩,4,■,■,■,■,,38,7,4,18.4,1.75,0,0,0,-,1,0.25,6,1,2,1,12.5,26,13.0,4.0,57.7,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
6,L,松川美咲,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,13.0,2.0,82.4,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
7,,平井裕菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
8,L,荒木里緒,1,,,,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
9,,山本実奈,1,,,,□,,4,2,0,50.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,2,0.0,0.0,0.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
10,,中道香名子,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,2,8.3,7,2.0,3.0,50.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
11,,小川祐奈,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
13,,浅野奈菜,4,■,■,■,■,,14,5,0,35.7,1.25,0,0,0,-,0,-,13,0,1,6,9.6,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
14,,藤原ちひろ,4,■,■,■,■,,12,3,0,25.0,0.75,0,0,0,-,1,0.25,11,0,2,1,-2.3,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
17,,中齊里奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
21,,水上真悠子,4,■,■,■,■,,42,14,2,33.3,3.50,5,3,0,60.0,1,0.25,16,1,1,4,10.9,30,11.0,14.0,60.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
1,,高石明美,4,■,■,■,■,,48,14,4,29.2,3.50,13,4,2,30.8,1,0.25,16,1,1,4,10.9,1,0.0,0.0,0.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
3,,梅田莉樹子,4,■,■,■,■,,45,18,3,40.0,4.50,6,1,1,16.7,1,0.25,15,1,4,4,6.7,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
4,,皆川莉乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
5,,山本裕香,3,,□,□,□,,3,2,0,66.7,0.67,0,0,0,-,0,-,1,0,0,0,0.0,2,1.0,0.0,50.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
6,,宮井遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
8,,岩永明奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
9,,本間真樹子,4,■,■,■,■,,7,0,0,0.0,-,0,0,0,-,1,0.25,17,1,1,0,4.4,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
10,L,高橋侑里,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
15,,齊藤望,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,9,0,0,2,5.6,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
16,L,目加田莉央,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,5.0,3.0,59.1,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
17,,唐川愛璃,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,13,1,3,2,5.8,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
18,,浜田栞,4,■,■,■,■,,21,10,1,47.6,2.50,0,0,0,-,2,0.50,10,0,1,0,-2.5,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
19,,柳沼優花,4,■,■,■,■,,39,9,2,23.1,2.25,1,0,0,0.0,3,0.75,13,1,1,4,13.5,55,24.0,13.0,55.5,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ブレス浜松,鈴木智大,伊藤徹也,3,1,4,Win,95,83,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Away
